ENSG,Name,abs expressing tissues,Class,Type,core/var
ENSG00000118503,TNFAIP3,9,E3 ligase ,with OTU,variable
ENSG00000118496,FBXO30,2,E3 ligase ,F-box,variable
ENSG00000146414,SHPRH,1,E3 ligase ,other,variable
ENSG00000055208,TAB2,1,ubiquitin and UBL binding,RanBP2-type ZnF,variable
ENSG00000131023,LATS1,0,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000112029,FBXO5,2,E3 ligase ,F-box,variable
ENSG00000091844,RGS17,12,ubiquitin and UBL binding,SIM,variable
ENSG00000130338,TULP4,3,E3 ligase ,SOCS box,variable
ENSG00000185345,PARK2,10,proteasome & associates,"RING, UBL",variable
ENSG00000008018,PSMB1,1,proteasome & associates,constitutive,variable
ENSG00000178381,ZFAND2A,3,proteasome & associates,AN1,variable
ENSG00000157778,PSMG3,1,proteasome & associates,core particle,variable
ENSG00000155034,FBXL18,3,E3 ligase ,F-box,variable
ENSG00000011275,RNF216,1,E3 ligase ,assorted,variable
ENSG00000157999,ANKRD61,1,E3 ligase ,SOCS box,variable
ENSG00000106346,USP42,1,Ub and UBL demodifiers,"assorted, large",variable
ENSG00000122550,KLHL7,4,E3 ligase ,BTB,variable
ENSG00000180233,ZNRF2,2,E3 ligase ,ZNRF,variable
ENSG00000106125,MINDY4,8,Ub and UBL demodifiers,nan,variable
ENSG00000170852,KBTBD2,1,E3 ligase ,BTB,variable
ENSG00000122557,HERPUD2,1,ubiquitin and UBL proteins,ubiquilin adjacent,variable
ENSG00000006715,VPS41,2,E3 ligase ,VPS-associated,variable
ENSG00000106588,PSMA2,1,proteasome & associates,constitutive,variable
ENSG00000002746,HECW1,23,E3 ligase ,WW & C2,variable
ENSG00000078967,UBE2D4,3,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000136274,NACAD,13,ubiquitin and UBL binding,nascent peptide binding,variable
ENSG00000106078,COBL,18,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000155428,TRIM74,4,E3 ligase ,TRIM,variable
ENSG00000146755,TRIM50,11,E3 ligase ,TRIM,variable
ENSG00000178809,TRIM73,4,E3 ligase ,TRIM,variable
ENSG00000091073,DTX2,8,E3 ligase ,Deltex,variable
ENSG00000001629,ANKIB1,0,E3 ligase ,"Ariadne, ankyrin repeats, UIM",variable
ENSG00000005981,ASB4,20,E3 ligase ,SOCS box,variable
ENSG00000127922,SEM1,1,proteasome & associates,nonATPase,variable
ENSG00000198742,SMURF1,1,E3 ligase ,WW & C2,variable
ENSG00000146833,TRIM4,0,E3 ligase ,TRIM,variable
ENSG00000168090,COPS6,0,Ub and UBL demodifiers,deNEDDylase,core
ENSG00000106336,FBXO24,2,E3 ligase ,F-box,variable
ENSG00000172354,GNB2,2,E3 ligase ,DCAF,variable
ENSG00000169871,TRIM56,4,E3 ligase ,TRIM,variable
ENSG00000161040,FBXL13,5,E3 ligase ,F-box,variable
ENSG00000161057,PSMC2,1,proteasome & associates,ATPase,variable
ENSG00000146776,ATXN7L1,4,ubiquitin and UBL binding,SCA7,variable
ENSG00000105879,CBLL1,1,E3 ligase ,Hakai,variable
ENSG00000188050,RNF133,14,E3 ligase ,Goliath,variable
ENSG00000235631,RNF148,11,E3 ligase ,Goliath,variable
ENSG00000164675,IQUB,9,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000146809,ASB15,14,E3 ligase ,SOCS box,variable
ENSG00000186591,UBE2H,0,E2 conjugating enzymes,UBC domain & C-terminal extension,core
ENSG00000091732,ZC3HC1,1,E3 ligase ,none,variable
ENSG00000128607,KLHDC10,2,E3 ligase ,substrate adaptors,variable
ENSG00000128585,MKLN1,0,E3 ligase ,subunit,variable
ENSG00000080802,CNOT4,1,E3 ligase ,other,variable
ENSG00000122779,TRIM24,4,E3 ligase ,TRIM,variable
ENSG00000064393,HIPK2,10,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000133606,MKRN1,2,E3 ligase ,Makorin,variable
ENSG00000055130,CUL1,2,E3 ligase ,Cullin,variable
ENSG00000164897,TMUB1,2,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000146926,ASB10,16,E3 ligase ,SOCS box,variable
ENSG00000013374,NUB1,0,p97 and associates,"UBX, VBM, UBL, UBA",core
ENSG00000105982,RNF32,4,E3 ligase ,other,variable
ENSG00000009335,UBE3C,1,proteasome & associates,HECT,variable
ENSG00000147364,FBXO25,2,E3 ligase ,F-box,variable
ENSG00000176595,KBTBD11,15,E3 ligase ,BTB,variable
ENSG00000154359,LONRF1,2,E3 ligase ,LON,variable
ENSG00000008853,RHOBTB2,7,E3 ligase ,BTB,variable
ENSG00000104756,KCTD9,7,E3 ligase ,BTB,variable
ENSG00000104228,TRIM35,1,E3 ligase ,TRIM,variable
ENSG00000214050,FBXO16,18,E3 ligase ,F-box,variable
ENSG00000104691,UBXN8,5,p97 and associates,UBX,variable
ENSG00000133874,RNF122,12,E3 ligase ,other,variable
ENSG00000104365,IKBKB,2,ubiquitin and UBL proteins,assorted enzymes ,variable
ENSG00000120925,RNF170,2,E3 ligase ,other,variable
ENSG00000169139,UBE2V2,2,ubiquitin and UBL binding,"UEV, backside Ub binding",variable
ENSG00000168300,PCMTD1,3,E3 ligase ,SOCS box,variable
ENSG00000215114,UBXN2B,2,p97 and associates,"UBX, SHP, SEP",variable
ENSG00000147573,TRIM55,24,E3 ligase ,TRIM,variable
ENSG00000175073,VCPIP1,0,p97 and associates,OTU,variable
ENSG00000121022,COPS5,2,Ub and UBL demodifiers,CSN complex,variable
ENSG00000104343,UBE2W,0,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000154582,ELOC,1,E3 ligase ,CRL adaptor,variable
ENSG00000164751,PEX2,1,E3 ligase ,PEX,variable
ENSG00000123124,WWP1,2,E3 ligase ,WW & C2,variable
ENSG00000176566,DCAF4L2,1,E3 ligase ,DCAF,variable
ENSG00000155100,OTUD6B,1,Ub and UBL demodifiers,assorted,variable
ENSG00000156509,FBXO43,8,E3 ligase ,F-box,variable
ENSG00000034677,RNF19A,0,E3 ligase ,assorted,core
ENSG00000104517,UBR5,0,E3 ligase ,RCC1,core
ENSG00000164934,DCAF13,0,E3 ligase ,DCAF,variable
ENSG00000136986,DERL1,1,p97 and associates,SHP,variable
ENSG00000156804,FBXO32,15,E3 ligase ,F-box,variable
ENSG00000175946,KLHL38,17,E3 ligase ,BTB,variable
ENSG00000170881,RNF139,1,E3 ligase ,other,variable
ENSG00000156831,NSMCE2,1,E3 ligase ,sumoylation,variable
ENSG00000178685,PARP10,6,ubiquitin and UBL binding,ADP ribosyltransferase,variable
ENSG00000179526,SHARPIN,2,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000182325,FBXL6,2,E3 ligase ,F-box,variable
ENSG00000071894,CPSF1,2,E3 ligase ,CRL adaptor,variable
ENSG00000064218,DMRT3,26,ubiquitin and UBL binding,activation (probable),variable
ENSG00000147854,UHRF2,0,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000198642,KLHL9,1,E3 ligase ,BTB,variable
ENSG00000176399,DMRTA1,16,ubiquitin and UBL binding,DNA binding,variable
ENSG00000137055,PLAA,1,p97 and associates,PLA activator,variable
ENSG00000197579,TOPORS,0,E3 ligase ,other,variable
ENSG00000122692,SMU1,0,E3 ligase ,DCAF,core
ENSG00000107262,BAG1,2,ubiquitin and UBL proteins,chaperones and related,variable
ENSG00000086102,NFX1,0,E3 ligase ,NFX,core
ENSG00000107341,UBE2R2,1,E2 conjugating enzymes,UBC domain & C-terminal extension,variable
ENSG00000137073,UBAP2,2,ubiquitin and UBL binding,RNA polymerase II removal,variable
ENSG00000198876,DCAF12,3,E3 ligase ,DCAF,variable
ENSG00000165280,VCP,1,p97 and associates,nan,variable
ENSG00000185972,CCIN,15,E3 ligase ,BTB,variable
ENSG00000137075,RNF38,2,E3 ligase ,other,variable
ENSG00000147912,FBXO10,4,E3 ligase ,F-box,variable
ENSG00000122741,DCAF10,1,E3 ligase ,DCAF,variable
ENSG00000135063,FAM189A2,13,E3 ligase ,ITCH-specific,variable
ENSG00000107372,ZFAND5,2,proteasome & associates,AN1,variable
ENSG00000196781,TLE1,4,E3 ligase ,DCAF,variable
ENSG00000135018,UBQLN1,0,proteasome & associates,UBL,core
ENSG00000106785,TRIM14,10,E3 ligase ,TRIM,variable
ENSG00000155827,RNF20,0,E3 ligase ,RNF20/40 ish,variable
ENSG00000119318,RAD23B,1,proteasome & associates,UBL,variable
ENSG00000136826,KLF4,12,ubiquitin and UBL binding,activation and repression,variable
ENSG00000136813,KIAA0368,1,proteasome & associates,inhibitor,variable
ENSG00000176386,CDC26,0,E3 ligase ,subunit,variable
ENSG00000165188,RNF183,11,E3 ligase ,other,variable
ENSG00000119401,TRIM32,3,E3 ligase ,TRIM,variable
ENSG00000119402,FBXW2,0,E3 ligase ,F-box,core
ENSG00000095261,PSMD5,0,proteasome & associates,regulatory particle,variable
ENSG00000056558,TRAF1,4,E3 ligase ,TRAF2-specific,variable
ENSG00000056586,RC3H2,0,E3 ligase ,Roquin,variable
ENSG00000136930,PSMB7,0,proteasome & associates,constitutive,core
ENSG00000148356,LRSAM1,1,E3 ligase ,other,variable
ENSG00000167118,URM1,0,ubiquitin and UBL proteins,URM1,core
ENSG00000160445,ZER1,2,E3 ligase ,substrate adaptors,variable
ENSG00000148331,ASB6,1,E3 ligase ,SOCS box,variable
ENSG00000136878,USP20,1,Ub and UBL demodifiers,"DUSP, UBP-ZnF",variable
ENSG00000196363,WDR5,1,E3 ligase ,DCAF,variable
ENSG00000130560,UBAC1,1,ubiquitin and UBL proteins,ubiquitin binding ,variable
ENSG00000127191,TRAF2,0,E3 ligase ,"TRAF-type ZnF, MATH/TRAF ",variable
ENSG00000159069,FBXW5,3,E3 ligase ,F-box,variable
ENSG00000176248,ANAPC2,0,E3 ligase ,subunit,core
ENSG00000212864,RNF208,10,E3 ligase ,other,variable
ENSG00000233198,RNF224,13,E3 ligase ,other,variable
ENSG00000197070,ARRDC1,2,E3 ligase ,nan,variable
ENSG00000196372,ASB13,4,E3 ligase ,SOCS box,variable
ENSG00000134452,FBXO18,0,E3 ligase ,F-box,core
ENSG00000148481,MINDY3,1,Ub and UBL demodifiers,nan,variable
ENSG00000168283,BMI1,1,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000165312,OTUD1,2,Ub and UBL demodifiers,assorted,variable
ENSG00000108094,CUL2,1,E3 ligase ,Cullin,variable
ENSG00000165406,MARCH8,2,E3 ligase ,MARCH,variable
ENSG00000172671,ZFAND4,3,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000072401,UBE2D1,5,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000072422,RHOBTB1,7,E3 ligase ,BTB,variable
ENSG00000122877,EGR2,10,E3 ligase ,nan,variable
ENSG00000148634,HERC4,0,E3 ligase ,RCC1,variable
ENSG00000166295,ANAPC16,3,E3 ligase ,subunit,variable
ENSG00000166348,USP54,8,Ub and UBL demodifiers,"assorted, large",variable
ENSG00000214655,ZSWIM8,1,E3 ligase ,substrate adaptors,variable
ENSG00000138134,STAMBPL1,9,Ub and UBL demodifiers,assorted,variable
ENSG00000180628,PCGF5,2,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000165338,HECTD2,1,E3 ligase ,assorted,variable
ENSG00000198060,MARCH5,0,E3 ligase ,MARCH,core
ENSG00000165886,UBTD1,3,ubiquitin and UBL proteins,non-enzymes,variable
ENSG00000213341,CHUK,0,ubiquitin and UBL proteins,assorted enzymes ,variable
ENSG00000166167,BTRC,3,E3 ligase ,F-box,variable
ENSG00000107829,FBXW4,1,E3 ligase ,F-box,variable
ENSG00000107872,FBXL15,1,E3 ligase ,F-box,variable
ENSG00000107874,CUEDC2,1,ubiquitin and UBL binding,UBA,variable
ENSG00000171206,TRIM8,1,E3 ligase ,TRIM,variable
ENSG00000156374,PCGF6,1,ubiquitin and UBL proteins,E3 ligases,variable
ENSG00000107954,NEURL1,29,E3 ligase ,Neuralized,variable
ENSG00000198924,DCLRE1A,1,ubiquitin and UBL binding,DNA exonuclease,variable
ENSG00000151893,CACUL1,1,E3 ligase ,Cullin,variable
ENSG00000019995,ZRANB1,1,Ub and UBL demodifiers,RanBP2-type ZnF,variable
ENSG00000154493,C10orf90,26,E3 ligase ,nan,variable
ENSG00000185627,PSMD13,1,proteasome & associates,nonATPase,variable
ENSG00000070047,PHRF1,0,E3 ligase ,other,core
ENSG00000174672,BRSK2,24,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000132109,TRIM21,4,E3 ligase ,TRIM,variable
ENSG00000167333,TRIM68,0,E3 ligase ,TRIM,variable
ENSG00000175520,UBQLN3,4,proteasome & associates,UBL,variable
ENSG00000175518,UBQLNL,11,proteasome & associates,UBL,variable
ENSG00000121236,TRIM6,14,E3 ligase ,TRIM,variable
ENSG00000258659,TRIM34,6,E3 ligase ,TRIM,variable
ENSG00000132256,TRIM5,8,E3 ligase ,TRIM,variable
ENSG00000132274,TRIM22,8,E3 ligase ,TRIM,variable
ENSG00000110171,TRIM3,2,E3 ligase ,TRIM,variable
ENSG00000166436,TRIM66,2,E3 ligase ,TRIM,variable
ENSG00000110315,RNF141,6,E3 ligase ,other,variable
ENSG00000170242,USP47,2,ubiquitin and UBL proteins,DUB,variable
ENSG00000148925,BTBD10,4,E3 ligase ,BTB,variable
ENSG00000129084,PSMA1,1,proteasome & associates,constitutive,variable
ENSG00000198168,SVIP,3,p97 and associates,VIM,variable
ENSG00000110429,FBXO3,1,E3 ligase ,F-box,variable
ENSG00000166016,ABTB2,9,E3 ligase ,BTB,variable
ENSG00000166326,TRIM44,2,E3 ligase ,TRIM,variable
ENSG00000175104,TRAF6,0,E3 ligase ,"TRAF-type ZnF, MATH/TRAF ",variable
ENSG00000110497,AMBRA1,0,E3 ligase ,DCAF,variable
ENSG00000134574,DDB2,5,E3 ligase ,DCAF,variable
ENSG00000165916,PSMC3,1,proteasome & associates,ATPase,variable
ENSG00000165917,RAPSN,13,E3 ligase ,other,variable
ENSG00000123444,KBTBD4,1,E3 ligase ,BTB,variable
ENSG00000156587,UBE2L6,3,E2 conjugating enzymes,UBC domain only,variable
ENSG00000186660,ZFP91,2,E3 ligase ,nan,variable
ENSG00000110042,DTX4,14,E3 ligase ,Deltex,variable
ENSG00000110107,PRPF19,1,E3 ligase ,UBOX,variable
ENSG00000167986,DDB1,2,E3 ligase ,CRL adaptor,variable
ENSG00000162191,UBXN1,1,p97 and associates,"UBX, UBA",variable
ENSG00000162231,NXF1,1,ubiquitin and UBL binding,UBA,variable
ENSG00000072518,MARK2,2,ubiquitin and UBL binding,microtubule-associated Ser/Thr kinases,variable
ENSG00000167770,OTUB1,0,p97 and associates,OTU,core
ENSG00000149806,FAU,1,ubiquitin and UBL proteins,FAU,variable
ENSG00000162298,SYVN1,2,p97 and associates,RING,variable
ENSG00000174516,PELI3,5,E3 ligase ,Pellino,variable
ENSG00000173120,KDM2A,1,E3 ligase ,F-box,variable
ENSG00000137522,RNF121,0,E3 ligase ,other,variable
ENSG00000110200,ANAPC15,0,E3 ligase ,subunit,variable
ENSG00000175575,PAAF1,4,proteasome & associates,regulatory particle,variable
ENSG00000166439,RNF169,2,E3 ligase ,other,variable
ENSG00000149243,KLHL35,15,E3 ligase ,BTB,variable
ENSG00000188997,KCTD21,4,E3 ligase ,BTB,variable
ENSG00000118369,USP35,3,Ub and UBL demodifiers,Armadillo-type,variable
ENSG00000074266,EED,0,E3 ligase ,DCAF,variable
ENSG00000137693,YAP1,11,ubiquitin and UBL binding,coactivation and corepression,variable
ENSG00000023445,BIRC3,7,E3 ligase ,BIRC / IAP,variable
ENSG00000110330,BIRC2,0,E3 ligase ,BIRC / IAP,core
ENSG00000137692,DCUN1D5,1,E3 ligase ,NEDDylation,variable
ENSG00000170967,DDI1,3,proteasome & associates,aspartic peptidase,variable
ENSG00000182359,KBTBD3,1,E3 ligase ,BTB,variable
ENSG00000166266,CUL5,3,E3 ligase ,Cullin,variable
ENSG00000149289,ZC3H12C,4,ubiquitin and UBL binding,UBA,variable
ENSG00000170145,SIK2,5,ubiquitin and UBL binding,salt-inducible Ser/Thr kinases,variable
ENSG00000048028,USP28,5,Ub and UBL demodifiers,UBA,variable
ENSG00000160584,SIK3,1,ubiquitin and UBL binding,salt-inducible Ser/Thr kinases,variable
ENSG00000167257,RNF214,1,E3 ligase ,other,variable
ENSG00000110344,UBE4A,0,E3 ligase ,UBOX,variable
ENSG00000160695,VPS11,0,E3 ligase ,VPS-associated,core
ENSG00000110395,CBL,5,E3 ligase ,"CBL, UBA",variable
ENSG00000173456,RNF26,0,E3 ligase ,other,core
ENSG00000036672,USP2,16,Ub and UBL demodifiers,assorted,variable
ENSG00000137699,TRIM29,26,E3 ligase ,TRIM,variable
ENSG00000154114,TBCEL,1,ubiquitin and UBL proteins,chaperones and related,variable
ENSG00000154127,UBASH3B,16,ubiquitin and UBL binding,Tyr phosphatase,variable
ENSG00000171823,FBXL14,3,E3 ligase ,F-box,variable
ENSG00000111652,COPS7A,3,Ub and UBL demodifiers,deNEDDylase,variable
ENSG00000111665,CDCA3,6,E3 ligase ,none,variable
ENSG00000111667,USP5,1,Ub and UBL demodifiers,"UBP-ZnF, UBA",variable
ENSG00000111671,SPSB2,0,E3 ligase ,SOCS box,variable
ENSG00000171681,ATF7IP,1,ubiquitin and UBL binding,activation and repression,variable
ENSG00000087448,KLHL42,4,E3 ligase ,BTB,variable
ENSG00000151743,AMN1,6,E3 ligase ,SOCS box,variable
ENSG00000165966,PDZRN4,12,E3 ligase ,PDZ,variable
ENSG00000015153,YAF2,2,ubiquitin and UBL binding,coactivation and corepression,variable
ENSG00000079387,SENP1,1,Ub and UBL demodifiers,deSUMOylase,variable
ENSG00000177981,ASB8,1,E3 ligase ,SOCS box,variable
ENSG00000123352,SPATS2,3,ubiquitin and UBL binding,UBA,variable
ENSG00000123374,CDK2,7,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000181852,RNF41,0,E3 ligase ,SIAH-type ZnF,variable
ENSG00000196531,NACA,2,ubiquitin and UBL binding,nascent peptide binding,variable
ENSG00000178498,DTX3,7,E3 ligase ,Deltex,variable
ENSG00000139266,MARCH9,1,E3 ligase ,MARCH,variable
ENSG00000123297,TSFM,3,ubiquitin and UBL binding,mitochondrial,variable
ENSG00000135655,USP15,2,ubiquitin and UBL proteins,DUB,variable
ENSG00000183735,TBK1,0,ubiquitin and UBL proteins,assorted enzymes ,core
ENSG00000111530,CAND1,0,E3 ligase ,CRL regulator,variable
ENSG00000135679,MDM2,2,E3 ligase ,Mdm,variable
ENSG00000139323,POC1B,2,E3 ligase ,DCAF,variable
ENSG00000177889,UBE2N,1,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000120833,SOCS2,14,E3 ligase ,SOCS box,variable
ENSG00000136014,USP44,9,Ub and UBL demodifiers,UBP-ZnF,variable
ENSG00000139372,TDG,2,ubiquitin and UBL binding,DNA glycosylase,variable
ENSG00000151136,BTBD11,22,E3 ligase ,BTB,variable
ENSG00000136045,PWP1,0,E3 ligase ,DCAF,core
ENSG00000135093,USP30,1,Ub and UBL demodifiers,assorted,variable
ENSG00000110906,KCTD10,6,E3 ligase ,BTB,variable
ENSG00000151148,UBE3B,1,E3 ligase ,IQ motif,variable
ENSG00000196510,ANAPC7,1,E3 ligase ,subunit,variable
ENSG00000089234,BRAP,1,E3 ligase ,BRCA1-associated,variable
ENSG00000173064,HECTD4,1,E3 ligase ,SPRY,variable
ENSG00000135144,DTX1,12,E3 ligase ,Deltex,variable
ENSG00000135119,RNFT2,16,E3 ligase ,other,variable
ENSG00000174989,FBXW8,0,E3 ligase ,F-box,variable
ENSG00000135108,FBXO21,1,E3 ligase ,F-box,variable
ENSG00000176871,WSB2,7,E3 ligase ,SOCS box,variable
ENSG00000022840,RNF10,2,E3 ligase ,other,variable
ENSG00000135114,OASL,8,ubiquitin and UBL proteins,nucleic acid processes,variable
ENSG00000089053,ANAPC5,0,E3 ligase ,subunit,core
ENSG00000170633,RNF34,1,E3 ligase ,SAP,variable
ENSG00000089094,KDM2B,1,E3 ligase ,F-box,variable
ENSG00000110801,PSMD9,0,proteasome & associates,regulatory particle,core
ENSG00000150991,UBC,2,ubiquitin and UBL proteins,polyubiquitin,variable
ENSG00000072609,CHFR,1,E3 ligase ,other,variable
ENSG00000121741,ZMYM2,0,ubiquitin and UBL binding,repression,core
ENSG00000150457,LATS2,9,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000151835,SACS,7,ubiquitin and UBL proteins,chaperones and related,variable
ENSG00000132972,RNF17,8,E3 ligase ,other,variable
ENSG00000127870,RNF6,1,E3 ligase ,other,variable
ENSG00000152484,USP12,1,Ub and UBL demodifiers,assorted,variable
ENSG00000139517,LNX2,1,E3 ligase ,PDZ,variable
ENSG00000132963,POMP,1,proteasome & associates,core particle,variable
ENSG00000122042,UBL3,3,ubiquitin and UBL proteins,UBL3,variable
ENSG00000236444,UBE2L5P,11,E2 conjugating enzymes,UBC domain only ,variable
ENSG00000132952,USPL1,1,Ub and UBL demodifiers,deSUMOylation,variable
ENSG00000120686,UFM1,2,ubiquitin and UBL proteins,UFM1,variable
ENSG00000165572,KBTBD6,7,E3 ligase ,BTB,variable
ENSG00000120696,KBTBD7,3,E3 ligase ,BTB,variable
ENSG00000215475,SIAH3,26,E3 ligase ,SIA TRAF-like domain,variable
ENSG00000136161,RCBTB2,2,E3 ligase ,BTB,variable
ENSG00000136144,RCBTB1,5,E3 ligase ,BTB,variable
ENSG00000204977,TRIM13,1,E3 ligase ,TRIM,variable
ENSG00000083544,TDRD3,1,ubiquitin and UBL binding,activation,variable
ENSG00000150361,KLHL1,28,E3 ligase ,BTB,variable
ENSG00000118939,UCHL3,4,Ub and UBL demodifiers,nan,variable
ENSG00000005812,FBXL3,3,E3 ligase ,F-box,variable
ENSG00000005810,MYCBP2,0,E3 ligase ,other,variable
ENSG00000152193,RNF219,2,E3 ligase ,other,variable
ENSG00000102471,NDFIP2,10,E3 ligase ,nan,variable
ENSG00000139797,RNF113B,8,E3 ligase ,other,variable
ENSG00000134882,UBAC2,1,ubiquitin and UBL binding,UBA,variable
ENSG00000139842,CUL4A,1,E3 ligase ,Cullin,variable
ENSG00000150401,DCUN1D2,5,E3 ligase ,NEDDylation,variable
ENSG00000130177,CDC16,0,E3 ligase ,subunit,core
ENSG00000100814,CCNB1IP1,1,E3 ligase ,other,variable
ENSG00000185271,KLHL33,11,E3 ligase ,BTB,variable
ENSG00000100804,PSMB5,2,proteasome & associates,constitutive,variable
ENSG00000215277,RNF212B,3,E3 ligase ,other,variable
ENSG00000100897,DCAF11,3,E3 ligase ,DCAF,variable
ENSG00000092010,PSME1,4,proteasome & associates,activator,variable
ENSG00000100911,PSME2,3,proteasome & associates,activator,variable
ENSG00000092098,RNF31,1,p97 and associates,RBR,variable
ENSG00000129559,NEDD8,1,ubiquitin and UBL proteins,NEDD8,variable
ENSG00000100441,KHNYN,4,ubiquitin and UBL binding,UBA,variable
ENSG00000092140,G2E3,1,E3 ligase ,PHD-type ZnF,variable
ENSG00000092148,HECTD1,2,E3 ligase ,"Armadillo-like, ankyrin repeats",variable
ENSG00000100902,PSMA6,2,proteasome & associates,constitutive,variable
ENSG00000165355,FBXO33,1,E3 ligase ,F-box,variable
ENSG00000179454,KLHL28,0,E3 ligase ,BTB,variable
ENSG00000165501,LRR1,3,E3 ligase ,substrate adaptors,variable
ENSG00000197776,KLHDC1,2,E3 ligase ,substrate adaptors,variable
ENSG00000165516,KLHDC2,1,E3 ligase ,substrate adaptors,variable
ENSG00000100505,TRIM9,24,E3 ligase ,TRIM,variable
ENSG00000100519,PSMC6,3,proteasome & associates,ATPase,variable
ENSG00000100532,CGRRF1,2,E3 ligase ,other,variable
ENSG00000180008,SOCS4,0,E3 ligase ,SOCS box,variable
ENSG00000178974,FBXO34,3,E3 ligase ,F-box,variable
ENSG00000139946,PELI2,6,E3 ligase ,Pellino,variable
ENSG00000100567,PSMA3,2,proteasome & associates,constitutive,variable
ENSG00000020426,MNAT1,2,E3 ligase ,other,variable
ENSG00000139990,DCAF5,1,E3 ligase ,DCAF,variable
ENSG00000119599,DCAF4,1,E3 ligase ,DCAF,variable
ENSG00000119682,AREL1,1,E3 ligase ,assorted,variable
ENSG00000119669,IRF2BPL,0,E3 ligase ,IRF2 binding,core
ENSG00000100764,PSMC1,1,proteasome & associates,ATPase,variable
ENSG00000066427,ATXN3,0,p97 and associates,Josephin,variable
ENSG00000012963,UBR7,1,E3 ligase ,UBR,variable
ENSG00000011114,BTBD7,1,E3 ligase ,BTB,variable
ENSG00000100628,ASB2,22,E3 ligase ,SOCS box,variable
ENSG00000089723,OTUB2,11,Ub and UBL demodifiers,assorted,variable
ENSG00000156381,ANKRD9,7,E3 ligase ,SOCS box,variable
ENSG00000089902,RCOR1,3,ubiquitin and UBL binding,corepression,variable
ENSG00000131323,TRAF3,2,E3 ligase ,"TRAF-type ZnF, MATH/TRAF ",variable
ENSG00000075413,MARK3,0,ubiquitin and UBL binding,microtubule-associated Ser/Thr kinases,core
ENSG00000184990,SIVA1,3,E3 ligase ,none,variable
ENSG00000184887,BTBD6,2,E3 ligase ,BTB,variable
ENSG00000182979,MTA1,0,ubiquitin and UBL binding,coactivation and corepression,core
ENSG00000179455,MKRN3,23,E3 ligase ,Makorin,variable
ENSG00000254585,MAGEL2,18,E3 ligase ,MAGE,variable
ENSG00000114062,UBE3A,2,proteasome & associates,HECT,variable
ENSG00000128731,HERC2,1,E3 ligase ,RCC1,variable
ENSG00000185115,NSMCE3,1,E3 ligase ,MAGE,variable
ENSG00000198690,FAN1,2,ubiquitin and UBL binding,DNA exonuclease,variable
ENSG00000169918,OTUD7A,14,p97 and associates,OTU ,variable
ENSG00000128829,EIF2AK4,1,ubiquitin and UBL binding,other Ser/Thr kinase,variable
ENSG00000159459,UBR1,1,proteasome & associates,UBR,variable
ENSG00000242028,HYPK,3,ubiquitin and UBL binding,N-terminal acetylation,variable
ENSG00000092470,WDR76,6,E3 ligase ,DCAF,variable
ENSG00000185880,TRIM69,2,E3 ligase ,TRIM,variable
ENSG00000166200,COPS2,2,Ub and UBL demodifiers,deNEDDylase,variable
ENSG00000138592,USP8,0,Ub and UBL demodifiers,"dimerization, rhodanese-like ",variable
ENSG00000170236,USP50,10,Ub and UBL demodifiers,assorted,variable
ENSG00000069869,NEDD4,8,E3 ligase ,WW & C2,variable
ENSG00000128923,MINDY2,4,Ub and UBL demodifiers,nan,variable
ENSG00000157450,RNF111,0,E3 ligase ,other,variable
ENSG00000140455,USP3,3,Ub and UBL demodifiers,UBP-ZnF,variable
ENSG00000197361,FBXL22,15,E3 ligase ,F-box,variable
ENSG00000103657,HERC1,1,E3 ligase ,RCC1,variable
ENSG00000103671,TRIP4,0,ubiquitin and UBL binding,ribosome QC & transcriptional activation,variable
ENSG00000234438,KBTBD13,18,E3 ligase ,BTB,variable
ENSG00000246922,UBAP1L,2,ubiquitin and UBL binding,UBA,variable
ENSG00000033800,PIAS1,1,E3 ligase ,sumoylation,variable
ENSG00000169018,FEM1B,1,E3 ligase ,substrate adaptors,variable
ENSG00000140332,TLE3,7,E3 ligase ,DCAF,variable
ENSG00000166192,SENP8,4,Ub and UBL demodifiers,"deNEDDylase, NEDD8 processing",variable
ENSG00000166233,ARIH1,1,E3 ligase ,Ariadne,variable
ENSG00000140464,PML,7,E3 ligase ,TRIM,variable
ENSG00000138629,UBL7,1,ubiquitin and UBL proteins,ubiquitin binding ,variable
ENSG00000140367,UBE2Q2,2,E2 conjugating enzymes,UBC domain & RWD-like domain ,variable
