ENSG,Name,abs expressing tissues,Class,Type,core/var
ENSG00000154710,RABGEF1,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000176428,VPS37D,10,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000274070,GATSL2,6,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000170027,YWHAG,8,Autophagy gene expression,Modulator of TFEB activity,variable
ENSG00000105854,PON2,6,Lysosomal catabolism,Lysosomal arylesterase,variable
ENSG00000205356,TECPR1,2,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome interaction modulator,variable
ENSG00000198742,SMURF1,1,Autophagosome closure maturation and lysosome fusion,Modulator of class 3 PI3K complex 2 activity,variable
ENSG00000188186,LAMTOR4,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000005249,PRKAR2B,14,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000164603,BMT2,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000174697,LEP,22,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000128524,ATP6V1F,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000131558,EXOC4,1,Autophagophore initiation and elongation,Modulator of ULK1 complex assembly,variable
ENSG00000105875,WDR91,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000105929,ATP6V0A4,25,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000055130,CUL1,2,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000106462,EZH2,10,Autophagy gene expression,Suppressor of autophagy gene transcription,variable
ENSG00000171130,ATP6V0E2,14,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000181652,ATG9B,13,Autophagophore initiation and elongation,ATG9 homolog,variable
ENSG00000164885,CDK5,6,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000106615,RHEB,2,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,variable
ENSG00000106617,PRKAG2,6,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000104643,MTMR9,3,Autophagophore initiation and elongation,Regulation of PI3P levels,variable
ENSG00000136574,GATA4,23,Autophagy gene expression,Transcription factor,variable
ENSG00000164733,CTSB,4,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000155975,VPS37A,0,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000104763,ASAH1,7,Lysosomal catabolism,Lysosomal sphingomyelin/ceramide metabolism,variable
ENSG00000147416,ATP6V1B2,5,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000147457,CHMP7,0,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,core
ENSG00000221914,PPP2R2A,1,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000104765,BNIP3L,3,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000120885,CLU,17,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000104365,IKBKB,2,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000165102,HGSNAT,1,Lysosomal catabolism,Lysosomal heparin acetyltransferase to prepare for heparin degradation,variable
ENSG00000023287,RB1CC1,3,Autophagophore initiation and elongation,ULK1 complex component,variable
ENSG00000047249,ATP6V1H,4,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000104388,RAB2A,2,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000137563,GGH,11,Lysosomal catabolism,Lysosomal peptidase,variable
ENSG00000164695,CHMP4C,21,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000147649,MTDH,0,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",core
ENSG00000104341,LAPTM4B,6,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000104375,STK3,3,Autophagosome closure maturation and lysosome fusion,Recruitment of HOPS complex to autophagosome,variable
ENSG00000164924,YWHAZ,6,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000155097,ATP6V1C1,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000155792,DEPTOR,11,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000169398,PTK2,2,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000181085,MAPK15,20,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000160948,VPS28,0,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,core
ENSG00000181404,WASHC1,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000155876,RRAGA,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000137055,PLAA,1,Autophagy substrate selection,Lysophagy,variable
ENSG00000147894,C9orf72,2,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000107201,DDX58,3,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000107262,BAG1,2,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000086065,CHMP5,1,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000198876,DCAF12,3,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000165006,UBAP1,1,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000165280,VCP,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000107242,PIP5K1B,13,Autophagic lysosome reformation,nan,variable
ENSG00000165059,PRKACG,2,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000196730,DAPK1,15,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000135047,CTSL,2,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000136943,CTSV,21,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000095383,TBC1D2,11,Autophagosome closure maturation and lysosome fusion,Tethering factor recruitment,variable
ENSG00000136874,STX17,0,Autophagophore initiation and elongation,Localization of class 3 PI3K complex 1,variable
ENSG00000136888,ATP6V1G1,0,Pre-initiation autophagy signaling,Nutrient sensing,core
ENSG00000136869,TLR4,6,Autophagophore initiation and elongation,Signaling upstream of ATG9 localization,variable
ENSG00000119487,MAPKAP1,1,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000196814,MVB12B,6,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000148356,LRSAM1,1,Autophagy substrate selection,Xenophagy,variable
ENSG00000167110,GOLGA2,1,Autophagophore initiation and elongation,nan,variable
ENSG00000165699,TSC1,1,Pre-initiation autophagy signaling,mTORC1 signal integration,variable
ENSG00000160360,GPSM1,9,Pre-initiation autophagy signaling,nan,variable
ENSG00000148384,INPP5E,0,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000127191,TRAF2,0,Autophagophore initiation and elongation,ER stress signaling pathway,variable
ENSG00000159069,FBXW5,3,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000176978,DPP7,2,Lysosomal catabolism,Lysosomal peptidase,variable
ENSG00000065675,PRKCQ,25,Autophagophore initiation and elongation,nan,variable
ENSG00000123240,OPTN,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000107897,ACBD5,4,Autophagy substrate selection,Pexophagy,variable
ENSG00000095787,WAC,1,Autophagophore initiation and elongation,nan,variable
ENSG00000170759,KIF5B,3,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000266412,NCOA4,3,Autophagy substrate selection,Ferritinophagy,variable
ENSG00000107643,MAPK8,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000170312,CDK1,13,Pre-initiation autophagy signaling,Phosphorylates mTORC1 targets,variable
ENSG00000148572,NRBF2,2,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000096717,SIRT1,1,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000079332,SAR1A,1,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000168209,DDIT4,8,Pre-initiation autophagy signaling,Hypoxia signaling pathway,variable
ENSG00000176986,SEC24C,0,Autophagophore initiation and elongation,ER membrane input,core
ENSG00000148672,GLUD1,4,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000171862,PTEN,2,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000107798,LIPA,4,Lysosomal catabolism,Lysosomal lipase,variable
ENSG00000198060,MARCH5,0,Autophagy substrate selection,Mitophagy,core
ENSG00000138190,EXOC6,2,Autophagophore initiation and elongation,Modulator of ULK1 complex assembly,variable
ENSG00000155252,PI4K2A,1,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000213341,CHUK,0,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000196072,BLOC1S2,0,Autophagosome closure maturation and lysosome fusion,BORC complex component,core
ENSG00000075826,SEC31B,1,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000077150,NFKB2,8,Autophagy gene expression,Component of NFkB transcription factor,variable
ENSG00000171206,TRIM8,1,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000166275,BORCS7,3,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000108061,SHOC2,0,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,core
ENSG00000151532,VTI1A,1,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex activity modulator,variable
ENSG00000148737,TCF7L2,4,Autophagy gene expression,Transcription factor,variable
ENSG00000151929,BAG3,4,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000107651,SEC23IP,0,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000176171,BNIP3,6,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000174775,HRAS,4,Pre-initiation autophagy signaling,MAPK1 signaling pathway,variable
ENSG00000078902,TOLLIP,3,Autophagy substrate selection,Aggrephagy,variable
ENSG00000174672,BRSK2,24,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",variable
ENSG00000117984,CTSD,4,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000132109,TRIM21,4,Autophagy substrate selection,SQSTM1 regulation,variable
ENSG00000132256,TRIM5,8,Autophagy substrate selection,Xenophagy,variable
ENSG00000166311,SMPD1,1,Lysosomal catabolism,Lysosomal sphingomyelin/ceramide metabolism,variable
ENSG00000132254,ARFIP2,1,Autophagophore initiation and elongation,ATG9 localization,variable
ENSG00000166340,TPP1,2,Lysosomal catabolism,Lysosomal peptidase,variable
ENSG00000166471,TMEM41B,1,Autophagophore initiation and elongation,Localization of class 3 PI3K complex 1,variable
ENSG00000133812,SBF2,0,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex regulator,variable
ENSG00000074319,TSG101,1,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000175104,TRAF6,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000121653,MAPK8IP1,22,Autophagosome closure maturation and lysosome fusion,Movement of autophagosomes along microtubules,variable
ENSG00000110497,AMBRA1,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000175224,ATG13,0,Autophagophore initiation and elongation,ULK1 complex component,core
ENSG00000134575,ACP2,1,Lysosomal catabolism,nan,variable
ENSG00000167987,VPS37C,0,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,core
ENSG00000167986,DDB1,2,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000184743,ATL3,5,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000133318,RTN3,13,Autophagy substrate selection,ERphagy,variable
ENSG00000072518,MARK2,2,Autophagy substrate selection,Mitophagy,variable
ENSG00000168439,STIP1,1,Chaperone directed autophagy,Substrate selection,variable
ENSG00000002330,BAD,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,core
ENSG00000110046,ATG2A,1,Autophagophore initiation and elongation,ATG2-WIPI complex component,variable
ENSG00000173039,RELA,4,Autophagy gene expression,Component of NFkB transcription factor,variable
ENSG00000172977,KAT5,2,Autophagophore initiation and elongation,Nutrient sensing,variable
ENSG00000172543,CTSW,9,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000175592,FOSL1,14,Autophagy gene expression,Component of AP-1 transcription factor,variable
ENSG00000174903,RAB1B,2,Autophagophore initiation and elongation,Localization of ULK1 complex,variable
ENSG00000174080,CTSF,3,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000110719,TCIRG1,9,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000162341,TPCN2,3,Autophagophore initiation and elongation,Modulator of LRRK2 activity,variable
ENSG00000085733,CTTN,1,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome interaction modulator,variable
ENSG00000149357,LAMTOR1,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000168010,ATG16L2,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000198382,UVRAG,3,Autophagosome closure maturation and lysosome fusion,Class 3 PI3K complex 2 component,variable
ENSG00000118369,USP35,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000073921,PICALM,3,Autophagophore initiation and elongation,ATG16L1-positive plasma membrane input,variable
ENSG00000109861,CTSC,8,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000086991,NOX4,17,Autophagy gene expression,ER stress signaling pathway,variable
ENSG00000149212,SESN3,5,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000137693,YAP1,11,Autophagy gene expression,Cellular mechanics sensing,variable
ENSG00000110330,BIRC2,0,Autophagy gene expression,Activator of NFkB activity,core
ENSG00000149311,ATM,1,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",variable
ENSG00000170145,SIK2,5,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000149295,DRD2,19,Autophagy gene expression,Activator of AP-1 transcription factor,variable
ENSG00000110324,IL10RA,7,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000196655,TRAPPC4,0,Autophagophore initiation and elongation,TRAPP complex component,core
ENSG00000160695,VPS11,0,Autophagosome closure maturation and lysosome fusion,HOPS complex component,core
ENSG00000160703,NLRX1,4,Autophagy substrate selection,Mitophagy,variable
ENSG00000109971,HSPA8,2,Chaperone directed autophagy,Substrate delivery,variable
ENSG00000110013,SIAE,7,Lysosomal catabolism,Lysosomal sialic acid deacetylase,variable
ENSG00000149557,FEZ1,19,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000149547,EI24,4,Autophagophore initiation and elongation,nan,variable
ENSG00000111203,ITFG2,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000078237,TIGAR,3,Pre-initiation autophagy signaling,General antioxidant,variable
ENSG00000215021,PHB2,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000139197,PEX5,2,Autophagy substrate selection,Pexophagy,variable
ENSG00000139112,GABARAPL1,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000165714,BORCS5,1,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000111276,CDKN1B,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000121316,PLBD1,13,Lysosomal catabolism,Lysosomal phospholipase,variable
ENSG00000133703,KRAS,1,Pre-initiation autophagy signaling,MAPK1 signaling pathway,variable
ENSG00000087470,DNM1L,2,Autophagy substrate selection,Mitophagy,variable
ENSG00000188906,LRRK2,4,Autophagophore initiation and elongation,LRRK2 itself,variable
ENSG00000181929,PRKAG1,1,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000123395,ATG101,0,Autophagophore initiation and elongation,ULK1 complex component,variable
ENSG00000012822,CALCOCO1,1,Autophagy substrate selection,ERphagy,variable
ENSG00000135441,BLOC1S1,2,Autophagosome closure maturation and lysosome fusion,BORC complex component,variable
ENSG00000111540,RAB5B,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,core
ENSG00000181852,RNF41,0,Autophagy substrate selection,Mitophagy,variable
ENSG00000166888,STAT6,11,Autophagy gene expression,Transcription factor,variable
ENSG00000111087,GLI1,10,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,variable
ENSG00000175197,DDIT3,1,Autophagy gene expression,Transcription factor,variable
ENSG00000135655,USP15,2,Autophagy substrate selection,Mitophagy,variable
ENSG00000183735,TBK1,0,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,core
ENSG00000135677,GNS,4,Lysosomal catabolism,nan,variable
ENSG00000111537,IFNG,15,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000080371,RAB21,2,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex regulator,variable
ENSG00000121749,TBC1D15,0,Autophagy substrate selection,Mitophagy,variable
ENSG00000187109,NAP1L1,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000011465,DCN,21,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000177889,UBE2N,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000012504,NR1H4,25,Autophagy gene expression,nan,variable
ENSG00000136048,DRAM1,3,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000017427,IGF1,15,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000135093,USP30,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000186815,TPCN1,4,Autophagophore initiation and elongation,Modulator of LRRK2 activity,variable
ENSG00000151176,PLBD2,1,Lysosomal catabolism,Lysosomal phospholipase,variable
ENSG00000258102,MAP1LC3B2,9,Specific function in autophagy unknown,nan,variable
ENSG00000152137,HSPB8,18,Chaperone directed autophagy,Substrate selection,variable
ENSG00000111725,PRKAB1,0,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000110931,CAMKK2,6,Pre-initiation autophagy signaling,"AMPK signaling pathway, direct",variable
ENSG00000139719,VPS33A,0,Autophagosome closure maturation and lysosome fusion,HOPS complex component,variable
ENSG00000139722,VPS37B,5,Autophagosome closure maturation and lysosome fusion,ESCRT-I complex component,variable
ENSG00000185344,ATP6V0A2,0,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000177169,ULK1,2,Autophagophore initiation and elongation,ULK1 complex component,variable
ENSG00000247077,PGAM5,3,Autophagy substrate selection,Mitophagy,variable
ENSG00000032742,IFT88,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000189403,HMGB1,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000102710,SUPT20H,1,Autophagophore initiation and elongation,ATG9 localization,variable
ENSG00000120686,UFM1,2,Autophagy substrate selection,ERphagy,variable
ENSG00000150907,FOXO1,5,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000083635,NUFIP1,0,Autophagy substrate selection,Ribophagy,variable
ENSG00000133112,TPT1,5,Pre-initiation autophagy signaling,"AMPK signaling pathway, upstream",variable
ENSG00000102445,RUBCNL,11,Autophagosome closure maturation and lysosome fusion,Class 3 PI3K complex 2 component,variable
ENSG00000204977,TRIM13,1,Autophagy substrate selection,ERphagy,variable
ENSG00000136100,VPS36,1,Autophagosome closure maturation and lysosome fusion,ESCRT,variable
ENSG00000005810,MYCBP2,0,Pre-initiation autophagy signaling,mTORC1 signal integration,variable
ENSG00000185950,IRS2,3,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000139842,CUL4A,1,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000185896,LAMP1,1,Autophagic lysosome reformation,nan,variable
ENSG00000100813,ACIN1,1,Autophagosome closure maturation and lysosome fusion,nan,variable
ENSG00000254505,CHMP4A,2,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,variable
ENSG00000129465,RIPK3,15,Autophagy substrate selection,SQSTM1 regulation,variable
ENSG00000100448,CTSG,24,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000184304,PRKD1,10,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000100906,NFKBIA,6,Autophagy gene expression,Inhibitor of NFkB transcription factor,variable
ENSG00000100934,SEC23A,4,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000126775,ATG14,0,Autophagophore initiation and elongation,Class 3 PI3K complex 1 component,core
ENSG00000070367,EXOC5,1,Autophagophore initiation and elongation,Modulator of ULK1 complex assembly,variable
ENSG00000100644,HIF1A,5,Pre-initiation autophagy signaling,Hypoxia signaling pathway,variable
ENSG00000100554,ATP6V1D,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000134001,EIF2S1,2,Autophagy gene expression,Inflammation related autophagy regulation,variable
ENSG00000100568,VTI1B,0,Autophagophore initiation and elongation,ATG16L1-positive plasma membrane input,core
ENSG00000072121,ZFYVE26,1,Autophagosome closure maturation and lysosome fusion,Modulator of class 3 PI3K complex 2 activity,variable
ENSG00000165861,ZFYVE1,0,Autophagophore initiation and elongation,PI3P sequestration,core
ENSG00000170345,FOS,17,Autophagy gene expression,Component of AP-1 transcription factor,variable
ENSG00000054983,GALC,2,Lysosomal catabolism,Lysosomal sphingomyelin/ceramide metabolism,variable
ENSG00000198668,CALM1,9,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000066427,ATXN3,0,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000100600,LGMN,5,Lysosomal catabolism,Lysosomal peptidase,variable
ENSG00000066739,ATG2B,0,Autophagophore initiation and elongation,ATG2-WIPI complex component,variable
ENSG00000100811,YY1,1,Autophagy gene expression,Modulator of TFEB activity,variable
ENSG00000080824,HSP90AA1,0,Chaperone directed autophagy,Substrate selection,core
ENSG00000196663,TECPR2,2,Autophagophore initiation and elongation,ER membrane input,variable
ENSG00000142208,AKT1,1,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000179364,PACS2,4,Autophagophore initiation and elongation,Localization of class 3 PI3K complex 1,variable
ENSG00000128829,EIF2AK4,1,Autophagy gene expression,Nutrient sensing,variable
ENSG00000104081,BMF,12,Autophagophore initiation and elongation,Modulator of class 3 PI3K complex 1 activity,variable
ENSG00000104142,VPS18,1,Autophagosome closure maturation and lysosome fusion,HOPS complex component,variable
ENSG00000188089,PLA2G4E,20,Lysosomal catabolism,Lysosomal phospholipase,variable
ENSG00000166887,VPS39,0,Autophagosome closure maturation and lysosome fusion,HOPS complex component,core
ENSG00000104133,SPG11,1,Autophagic lysosome reformation,nan,variable
ENSG00000138592,USP8,0,Autophagy substrate selection,Mitophagy,variable
ENSG00000260916,CCPG1,3,Autophagy substrate selection,ERphagy,variable
ENSG00000069869,NEDD4,8,Autophagy substrate selection,SQSTM1 regulation,variable
ENSG00000166128,RAB8B,4,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome SNARE complex,variable
ENSG00000103657,HERC1,1,Pre-initiation autophagy signaling,mTORC1 signal integration,variable
ENSG00000035664,DAPK2,16,Pre-initiation autophagy signaling,Modulator of mTORC1 activity,variable
ENSG00000103769,RAB11A,1,Autophagophore initiation and elongation,Endosomal membrane input,variable
ENSG00000169032,MAP2K1,5,Pre-initiation autophagy signaling,MAPK1 signaling pathway,variable
ENSG00000213614,HEXA,0,Lysosomal catabolism,Lysosomal hexosaminidase,variable
ENSG00000166233,ARIH1,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000140464,PML,7,Autophagophore initiation and elongation,nan,variable
ENSG00000140474,ULK3,3,Autophagophore initiation and elongation,ULK1 complex component,variable
ENSG00000103811,CTSH,6,Lysosomal catabolism,Lysosomal protease,variable
ENSG00000156232,WHAMM,1,Autophagophore initiation and elongation,nan,variable
ENSG00000140443,IGF1R,2,Pre-initiation autophagy signaling,Insulin signaling pathway,variable
ENSG00000154237,LRRK1,5,Autophagosome closure maturation and lysosome fusion,Tethering factor recruitment,variable
ENSG00000103148,NPRL3,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000103266,STUB1,2,Chaperone directed autophagy,Substrate selection,variable
ENSG00000127580,WDR24,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000103249,CLCN7,1,Lysosomal catabolism,Lysosomal acidification,variable
ENSG00000100726,TELO2,0,Pre-initiation autophagy signaling,Insulin signaling pathway,core
ENSG00000103197,TSC2,1,Pre-initiation autophagy signaling,mTORC1 signal integration,variable
ENSG00000167964,RAB26,23,Autophagy substrate selection,Synaptophagy,variable
ENSG00000167965,MLST8,0,Pre-initiation autophagy signaling,Insulin signaling pathway,core
ENSG00000185883,ATP6V0C,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000140992,PDPK1,0,Pre-initiation autophagy signaling,Insulin signaling pathway,core
ENSG00000103313,MEFV,12,Autophagy substrate selection,Individual substrates,variable
ENSG00000038532,CLEC16A,1,Autophagophore initiation and elongation,nan,variable
ENSG00000189067,LITAF,7,Autophagophore initiation and elongation,nan,variable
ENSG00000188603,CLN3,1,Autophagosome closure maturation and lysosome fusion,Lysosome-autophagosome interaction modulator,variable
ENSG00000176046,NUPR1,7,Autophagy gene expression,Modulator of FOXO3 activity,variable
ENSG00000178952,TUFM,1,Autophagy substrate selection,Mitophagy,variable
ENSG00000169682,SPNS1,0,Autophagic lysosome reformation,nan,core
ENSG00000102882,MAPK3,4,Autophagophore initiation and elongation,Modulator of ULK1 activity,variable
ENSG00000103510,KAT8,0,Autophagy gene expression,Suppressor of autophagy gene transcription,core
ENSG00000089280,FUS,0,Autophagy gene expression,nan,core
ENSG00000196470,SIAH1,0,Autophagy substrate selection,Mitophagy,variable
ENSG00000167207,NOD2,14,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000070770,CSNK2A2,2,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000125149,C16orf70,2,Autophagophore initiation and elongation,nan,variable
ENSG00000159720,ATP6V0D1,2,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000103066,PLA2G15,2,Lysosomal catabolism,Lysosomal phospholipase,variable
ENSG00000132612,VPS4A,3,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex activity modulator,variable
ENSG00000103043,VAC14,0,Autophagosome closure maturation and lysosome fusion,PIKFYVE complex component,variable
ENSG00000103091,WDR59,1,Pre-initiation autophagy signaling,Nutrient sensing,variable
ENSG00000034713,GABARAPL2,2,Autophagy substrate selection,Recognized via LIRs in receptors for several forms of selective autophagy,variable
ENSG00000103111,MON1B,2,Autophagosome closure maturation and lysosome fusion,Tethering factor recruitment,variable
ENSG00000103194,USP10,2,Autophagophore initiation and elongation,Deubiquitination of ATG8 homologs,variable
ENSG00000140968,IRF8,7,Autophagy gene expression,Transcription factor,variable
ENSG00000140941,MAP1LC3B,3,Autophagophore initiation and elongation,Preparation of ATG8 homologs for lipidation,variable
ENSG00000158717,RNF166,2,Autophagy substrate selection,Xenophagy,variable
ENSG00000141012,GALNS,1,Lysosomal catabolism,nan,variable
ENSG00000131165,CHMP1A,0,Autophagosome closure maturation and lysosome fusion,ESCRT-III complex component,core
ENSG00000108953,YWHAE,2,Autophagy gene expression,Modulator of TFEB activity,variable
ENSG00000167705,RILP,10,Autophagosome closure maturation and lysosome fusion,Movement of autophagosomes along microtubules,variable
